,sensor,agg,axis,feature_name,fi_all,fi_dynamic,fi_standing,fi_sitting,fi_laying,fi_walking,fi_walking_up,fi_walking_down
297,fBodyAcc,kurtosis(),X,fBodyAcc-kurtosis()-X,0.0020127468764053963,0.0,0.016248217970389302,0.0017369129097130997,0.00199125444462867,0.0008415205841700426,0.00039347317067211265,4.758873950251373e-05
298,fBodyAcc,skewness(),Y,fBodyAcc-skewness()-Y,0.001417383210164444,0.0,0.00022865250936361547,0.00041100098183444926,0.0006469375538486784,0.0005552425325559752,0.00550716508771179,0.0018020113293155523
299,fBodyAcc,kurtosis(),Y,fBodyAcc-kurtosis()-Y,0.0009133509349729727,0.0,0.00028982860796113787,0.0004991460687877483,0.0003823309729752883,0.00022738523474629638,0.002821863838365125,0.0007986443286442805
300,fBodyAcc,skewness(),Z,fBodyAcc-skewness()-Z,0.0007001176316911458,0.0,0.0002164949989392526,0.00037472847342503773,2.7648586326888774e-05,0.00016693211197388167,0.00025574232080181474,0.00051248760251329
301,fBodyAcc,kurtosis(),Z,fBodyAcc-kurtosis()-Z,0.0004270288493025216,0.0,0.0003115487306957859,0.0003862891768180632,4.755190040029986e-05,4.532841432590551e-05,0.0005707364587121191,0.0013173785098099056
302,fBodyAcc,bandsEnergy(),"1,8","fBodyAcc-bandsEnergy()-1,8",0.0038038417369736788,0.0,0.011258087179086346,0.002194946814616796,0.0019732387294420415,0.011747040613775503,0.01151557730828261,0.006547216424205401
303,fBodyAcc,bandsEnergy(),"9,16","fBodyAcc-bandsEnergy()-9,16",0.0006128920970134014,0.010086770466474358,0.0024018102296194687,0.0004914132204624071,0.002307781404728226,0.0001296374600515741,0.0004197789367417923,0.000993952327200614
304,fBodyAcc,bandsEnergy(),"17,24","fBodyAcc-bandsEnergy()-17,24",0.0003764433225922332,0.009882341578124365,9.770396274729405e-05,0.00026242096069588783,0.0,0.00031390286920181,0.00043068136236449874,0.0003620289541249707
305,fBodyAcc,bandsEnergy(),"25,32","fBodyAcc-bandsEnergy()-25,32",0.00020254305086579675,6.580607161734251e-06,0.0002479150876818769,0.00010741725939378692,0.0,0.00011797364712704206,3.326343737271644e-05,0.00011086624969538014
306,fBodyAcc,bandsEnergy(),"33,40","fBodyAcc-bandsEnergy()-33,40",0.00023343543789833472,0.0,0.000218365569934309,0.00033131414512317236,0.0,9.024321373761467e-05,0.0012336399216427078,0.0033415110211296
307,fBodyAcc,bandsEnergy(),"41,48","fBodyAcc-bandsEnergy()-41,48",0.00021011071367730302,0.0,0.0001713034495818633,0.00022044217953763633,2.386123670330409e-05,4.691037757267922e-05,2.8087405841173515e-06,0.0034130745525439853
308,fBodyAcc,bandsEnergy(),"49,56","fBodyAcc-bandsEnergy()-49,56",0.00011813956661743124,0.0,0.00021766993754970484,8.27173421536441e-05,0.0,4.786974420237769e-05,0.00013165611202470488,5.764173686293594e-05
309,fBodyAcc,bandsEnergy(),"57,64","fBodyAcc-bandsEnergy()-57,64",0.00012829018980252592,0.0,0.000571333264231371,0.000122494639798085,0.0,1.5786942531954134e-05,0.00014251785649224563,7.214126189517955e-05
310,fBodyAcc,bandsEnergy(),"1,16","fBodyAcc-bandsEnergy()-1,16",0.006433737595755389,0.0,0.006746962128732036,0.0006702674033087556,0.00196692103313904,0.009155167873296033,0.013278399565811658,0.015526736197786821
311,fBodyAcc,bandsEnergy(),"17,32","fBodyAcc-bandsEnergy()-17,32",0.00019852805914631519,0.0,0.00014596274093864458,0.0001743640733720105,0.0,0.00011985877406926538,0.0009189962801645192,0.00010479841231775295
312,fBodyAcc,bandsEnergy(),"33,48","fBodyAcc-bandsEnergy()-33,48",0.0005842495355730359,0.0,8.80896311860953e-05,0.0022571681355564705,1.4948871804463959e-05,0.0019983171997809113,1.8358065374844535e-05,0.00014140008109871636
313,fBodyAcc,bandsEnergy(),"49,64","fBodyAcc-bandsEnergy()-49,64",0.00011465549534355989,0.0,0.0003257306025491855,0.00032051783447231,1.5199519075252141e-05,7.527203400845422e-05,0.000100556670346133,0.0004181318549654609
314,fBodyAcc,bandsEnergy(),"1,24","fBodyAcc-bandsEnergy()-1,24",0.008878722386976474,0.009902145384000912,0.007140612586201829,0.0006319300498391653,0.00041833458954247855,0.012294123367192497,0.005774928732921963,0.014174953200847759
315,fBodyAcc,bandsEnergy(),"25,48","fBodyAcc-bandsEnergy()-25,48",0.00013850103713197322,0.0,0.00039037642093274336,0.0003611176879835347,0.00028734637031932665,6.977009134310691e-05,0.0002748184069794142,7.635573858383844e-05
316,fBodyAcc,bandsEnergy(),"1,8.1","fBodyAcc-bandsEnergy()-1,8.1",0.0006907999245231933,0.0,0.00300117970082429,0.0006116508082074006,0.0005212401916662796,0.0020067021221526794,0.010506581947700102,0.0006685942872271902
317,fBodyAcc,bandsEnergy(),"9,16.1","fBodyAcc-bandsEnergy()-9,16.1",0.0002446567484851474,0.0,0.0002624042085872047,0.00034906030794002395,6.007017428278859e-05,0.0036203973076083078,0.000642462865489608,0.00034199492905408565
318,fBodyAcc,bandsEnergy(),"17,24.1","fBodyAcc-bandsEnergy()-17,24.1",0.00040844495492823,3.9231209684037905e-05,6.028432445027106e-05,0.0002888183370461744,0.0,0.003530085313158309,0.002358288352737261,0.00033746565123670503
